,0,1,2,3
RP11-373I8.1,150621181,150621181,-,chr3
RBMY1D,24040673,24040673,-,chrY
ETV5,185826878,185826878,-,chr3
KRTAP5-7,71238313,71238313,+,chr11
CFHR1,196788887,196788887,+,chr1
RP11-1398P2.1,1582197,1582197,-,chr4
RP11-354H21.1,78095945,78095945,-,chr3
RP11-201E8.1,99316908,99316908,+,chr3
RP11-78J21.4,53063128,53063128,+,chr13
UGT1A4,234627440,234627440,+,chr2
ERVFRD-1,11111955,11111955,-,chr6
LILRA6,54746631,54746631,-,chr19
SCARF2,20792112,20792112,-,chr22
APOBEC3C,39410262,39410262,+,chr22
KRTAP4-2,39334473,39334473,-,chr17
LINC01213,149956306,149956306,+,chr3
RP11-788A4.1,152365935,152365935,+,chr3
RP11-14D22.1,64430907,64430907,+,chr3
AC096772.6,208687493,208687493,-,chr2
LINC01391,138662862,138662862,-,chr3
RAD21L1,1206688,1206688,+,chr20
CCDC13,42814745,42814745,-,chr3
ASPRV1,70189397,70189397,-,chr2
AL122127.25,106355931,106355931,+,chr14
KRTAP20-1,31988744,31988744,+,chr21
MIATNB,27068753,27068753,+,chr22
CTD-2377D24.6,46724285,46724285,+,chr17
RP11-501O2.3,147878698,147878698,+,chr3
UBE2V1,48729683,48729683,-,chr20
CTAGE8,143966381,143966381,-,chr7
PTCHD4,48036379,48036379,-,chr6
RP11-298O21.3,167588765,167588765,-,chr3
C4A,31949801,31949801,+,chr6
RP11-506M13.3,81420647,81420647,+,chr10
HBB,5248301,5248301,-,chr11
CRYBB2,25615606,25615606,+,chr22
N4BP2L2,33112929,33112929,-,chr13
RP11-65D17.1,127337740,127337740,+,chr8
RP11-1000B6.5,32905934,32905934,+,chr15
RP11-613D13.8,43968756,43968756,-,chr11
RP11-181C3.1,98897633,98897633,-,chr12
RP11-303E16.7,81110650,81110650,+,chr16
LINC00847,180258703,180258703,+,chr5
RNF139-AS1,125486805,125486805,-,chr8
LINC00861,126963394,126963394,-,chr8
CTC-241N9.1,179286013,179286013,+,chr5
KB-1471A8.1,120886728,120886728,-,chr8
CTD-2540L5.6,71108081,71108081,-,chr14
RP11-367J11.3,7105109,7105109,-,chr4
RP11-540A21.2,9781080,9781080,-,chr11
LINC00461,87969143,87969143,-,chr5
NEAT1,65190269,65190269,+,chr11
SCAMP1-AS1,77656191,77656191,-,chr5
AP001258.4,58910488,58910488,-,chr11
RP11-620J15.2,58287705,58287705,-,chr12
RP11-184E9.1,25190791,25190791,+,chr5
ZNF585B,37701407,37701407,-,chr19
AF146191.4,190861426,190861426,-,chr4
CRNDE,54962798,54962798,-,chr16
RP11-34F13.2,68131217,68131217,-,chr15
RP11-480D4.1,8457671,8457671,-,chr5
DRAIC,69850484,69850484,+,chr15
RP11-410D17.2,58783577,58783577,+,chr16
RP11-175K6.1,158527521,158527521,+,chr5
MIR4300HG,82429124,82429124,-,chr11
CEBPA,33793440,33793440,-,chr19
GS1-24F4.2,6693076,6693076,+,chr8
LINC00682,41884588,41884588,-,chr4
LINC01184,127418764,127418764,-,chr5
RP11-18H21.1,153021954,153021954,+,chr4
RP11-30K9.6,59063173,59063173,-,chr15
RAB30-AS1,82783148,82783148,+,chr11
CTD-2506J14.1,97925180,97925180,+,chr14
LINC01096,13549335,13549335,-,chr4
LINC00900,115630915,115630915,-,chr11
RRS1-AS1,67341212,67341212,-,chr8
RP11-632K5.3,74022407,74022407,+,chr11
LINC01550,98444397,98444397,-,chr14
RP11-77I22.2,30908022,30908022,+,chr12
RP11-13A1.1,89413469,89413469,-,chr12
RP11-10L7.1,89206088,89206088,+,chr4
RP11-461O7.1,56223498,56223498,-,chr16
RP11-386I8.6,133613808,133613808,-,chr12
LINC00968,57472056,57472056,-,chr8
RP11-57A19.2,28303386,28303386,-,chr16
RP11-736K20.6,86667142,86667142,+,chr11
RP11-539L10.2,6692266,6692266,-,chr4
RP11-363G15.2,95128707,95128707,-,chr4
RP11-7F17.5,77507407,77507407,+,chr14
RP11-1094H24.4,48133063,48133063,-,chr17
H2AFJ,14927339,14927339,+,chr12
AC004051.2,110224191,110224191,+,chr4
RP11-61A14.4,66785655,66785655,+,chr16
RP11-379P15.1,8190714,8190714,+,chr11
RP11-325N19.3,40213243,40213243,+,chr15
RP11-519M16.1,130692636,130692636,-,chr4
LINC00920,66442427,66442427,+,chr16
UBAP1L,65407538,65407538,-,chr15
RP11-700H6.1,49021978,49021978,-,chr17
PGAM5,133287428,133287428,+,chr12
MIR210HG,568417,568417,-,chr11
RP11-11N9.4,32853696,32853696,+,chr8
LINC01252,11708890,11708890,+,chr12
ZCCHC3,277609,277609,+,chr20
RP11-273G15.2,144099812,144099812,-,chr8
RP11-637A17.2,69080596,69080596,-,chr12
RP11-486O12.2,124069662,124069662,-,chr12
DNAJC3-AS1,96329193,96329193,-,chr13
CTD-2340E1.2,101941339,101941339,+,chr5
MIR4458HG,8457804,8457804,+,chr5
SPTY2D1-AS1,18624522,18624522,+,chr11
TWF2,52273126,52273126,-,chr3
CPEB2-AS1,15003964,15003964,-,chr4
MARS2,198570093,198570093,+,chr2
USP51,55515635,55515635,-,chrX
RP11-32B5.7,21968151,21968151,-,chr15
RP11-103J17.1,37080199,37080199,+,chr4
CCAT1,128231122,128231122,-,chr8
CTD-2001C12.1,99870947,99870947,-,chr5
RP11-543C4.1,100070875,100070875,+,chr14
LINC00926,57592191,57592191,+,chr15
CTD-2313F11.3,54359007,54359007,+,chr5
DPH6-AS1,35838241,35838241,+,chr15
BCKDHA,41903723,41903723,+,chr19
INSL3,17932328,17932328,-,chr19
RP11-709A23.1,27705706,27705706,-,chr12
CTC-338M12.9,180708367,180708367,+,chr5
CTC-339D2.1,125515270,125515270,+,chr5
CTC-295J13.3,147618088,147618088,+,chr5
RP11-78C3.1,82216938,82216938,-,chr5
LINC01019,3536208,3536208,-,chr5
CTB-73N10.1,144809431,144809431,+,chr5
CTC-235G5.3,75380011,75380011,-,chr5
LINC01194,12574955,12574955,+,chr5
CTD-2037L6.2,57418168,57418168,-,chr5
RP11-468D11.1,2835253,2835253,-,chr5
RP11-324J13.2,43494560,43494560,-,chr4
ADH1C,100273903,100273903,-,chr4
CTC-305H11.1,13175958,13175958,+,chr5
RP11-357F12.1,45035301,45035301,+,chr5
RP1-167G20.1,16440190,16440190,-,chr5
RP11-499E18.1,103371167,103371167,-,chr4
RP11-1094H24.3,48074253,48074253,+,chr17
RP11-659O3.1,117218316,117218316,-,chr4
RP11-148L24.1,175041672,175041672,-,chr4
RP11-472K22.1,29119930,29119930,+,chr4
RP11-231C18.1,55199059,55199059,+,chr4
RP11-184M15.1,129491486,129491486,-,chr4
CTC-261N6.3,85630842,85630842,+,chr5
LINC00290,182080302,182080302,-,chr4
CTD-2244C20.2,61173936,61173936,+,chr5
RP11-455B3.1,97217124,97217124,+,chr5
RP11-24I21.1,150075447,150075447,+,chr4
RP11-722M1.1,36643522,36643522,-,chr4
CTD-2139B15.2,17354019,17354019,+,chr5
RP11-83C7.1,38368535,38368535,+,chr4
RP11-3J1.1,19458613,19458613,-,chr4
RP11-556I14.2,105887950,105887950,-,chr4
RP11-93K22.13,129813147,129813147,-,chr3
CTD-2333K2.1,101479781,101479781,+,chr5
RP11-1J7.1,11916291,11916291,+,chr4
FLJ12825,54452038,54452038,+,chr12
CTD-2218G20.2,32947549,32947549,+,chr5
CTD-2023N9.2,56869854,56869854,+,chr5
CTD-2308B18.3,123872041,123872041,-,chr5
RP11-74M11.2,11771092,11771092,-,chr4
LINC00616,139051851,139051851,-,chr4
CTD-2161F6.2,4805882,4805882,-,chr5
RP11-463H12.2,55809796,55809796,+,chr4
RP11-205M3.3,170897053,170897053,-,chr4
LUCAT1,90610219,90610219,-,chr5
APELA,165798330,165798330,+,chr4
LINC00613,136809275,136809275,-,chr4
CDK11B,1590433,1590433,-,chr1
RP11-472K22.2,29216020,29216020,+,chr4
RP11-717H13.1,172219418,172219418,-,chr4
RP11-292D4.1,147878590,147878590,+,chr4
AE000658.31,22184486,22184486,-,chr14
CTC-537E7.2,67829378,67829378,-,chr5
LINC00504,14889804,14889804,-,chr4
CTC-261N6.1,85649621,85649621,+,chr5
RP11-62N21.1,133368390,133368390,-,chr4
RP11-366H4.1,189081209,189081209,+,chr4
CTC-347C20.2,71956496,71956496,-,chr5
RP11-556I14.1,105828497,105828497,+,chr4
RP11-5N11.5,31744558,31744558,-,chr5
PCDHAC1,140305954,140305954,+,chr5
TARM1,54584634,54584634,-,chr19
CTD-2010I22.2,29396088,29396088,-,chr5
CTD-2015A6.1,81842129,81842129,-,chr5
LINC00498,139233812,139233812,-,chr4
RP11-452C8.1,80584909,80584909,+,chr4
RP11-802H3.2,33435132,33435132,+,chr4
AC006296.2,14392063,14392063,+,chr4
CTC-551A13.1,110344598,110344598,-,chr5
AC005150.1,163661820,163661820,+,chr4
RP11-269F21.2,112730850,112730850,-,chr4
RP11-553P9.2,135988388,135988388,+,chr4
RP11-231G15.1,108833578,108833578,+,chr5
LINC01197,95870133,95870133,-,chr15
RP11-284A20.3,124165165,124165165,+,chr5
RP11-321E2.3,17404124,17404124,+,chr5
RP11-553P9.3,136044934,136044934,-,chr4
RP11-419C19.2,13032998,13032998,-,chr5
CTD-2207A17.1,38148593,38148593,+,chr5
CTD-2161F6.1,4849913,4849913,-,chr5
CTC-338M12.2,180618852,180618852,-,chr5
CTD-2292M14.1,73399041,73399041,-,chr5
RP11-3G20.2,122691366,122691366,+,chr8
RP11-807H7.2,66567920,66567920,+,chr4
CTC-276P9.3,134467028,134467028,-,chr5
RP11-375B1.1,176153244,176153244,-,chr5
PCP4L1,161228535,161228535,+,chr1
RP1-137K24.1,15266650,15266650,-,chr5
ABHD14A,52009082,52009082,+,chr3
CTD-2007H13.3,98264875,98264875,+,chr5
CTD-3007L5.1,27436518,27436518,-,chr5
RP11-125O18.1,128391724,128391724,-,chr4
RP11-319E12.1,58292038,58292038,+,chr4
SRP14-AS1,40331521,40331521,+,chr15
RP11-145G20.1,97231852,97231852,+,chr4
RP11-9B6.1,93225329,93225329,-,chr4
RP11-608O21.1,19457053,19457053,+,chr4
RP11-265O12.1,4323689,4323689,+,chr4
RP11-386B13.4,185910000,185910000,+,chr4
RP11-231C18.2,55242169,55242169,+,chr4
CTC-458G6.2,92275298,92275298,-,chr5
CTD-2130F23.1,37953504,37953504,+,chr5
RP11-10A14.5,9046509,9046509,+,chr8
CTD-2194L12.2,37920971,37920971,-,chr5
RP11-247C2.2,74421487,74421487,-,chr15
RP11-302F12.3,25610333,25610333,+,chr4
OTX2-AS1,57280043,57280043,+,chr14
RP11-287F9.2,176324261,176324261,-,chr4
RP11-545L5.1,72689697,72689697,-,chr4
GDNF-AS1,37840023,37840023,+,chr5
CTC-458G6.4,92161962,92161962,+,chr5
RP11-844P9.2,175612190,175612190,-,chr5
RP11-259O2.2,1967268,1967268,-,chr5
FLJ42969,102064243,102064243,+,chr8
CTD-2308B18.4,123791066,123791066,+,chr5
CTD-2306M5.1,25446034,25446034,-,chr5
RP11-768F21.1,120032768,120032768,-,chr12
RP11-567N4.2,76359412,76359412,-,chr4
RP11-255I10.2,112561651,112561651,+,chr4
LINC00992,116790758,116790758,+,chr5
CTD-2331D11.2,84716269,84716269,-,chr5
LINC01331,73832598,73832598,-,chr5
CTD-2044J15.1,6707824,6707824,-,chr5
RP11-548L20.1,34271386,34271386,-,chr4
RP11-557J10.5,146520261,146520261,+,chr4
CTD-2023M8.1,18746265,18746265,-,chr5
LINC01085,14113627,14113627,+,chr4
CTC-493L21.2,86093502,86093502,+,chr5
CTD-2316B1.2,87029086,87029086,-,chr5
CTC-505O3.2,115091341,115091341,+,chr5
CCDC153,119066551,119066551,-,chr11
RP11-766F14.2,100575792,100575792,-,chr4
RP11-1079K10.3,47439744,47439744,+,chr17
RP11-451H23.3,180111766,180111766,+,chr5
CTC-236F12.4,55777595,55777595,-,chr5
RP11-35O7.1,2965120,2965120,+,chr5
RP11-328K4.1,104346232,104346232,+,chr4
RP11-362I1.1,45011557,45011557,+,chr4
ACTN3,66314376,66314376,+,chr11
RP11-586L23.1,142199955,142199955,-,chr4
RP11-42A4.1,85301342,85301342,-,chr4
RP11-114J13.1,125615493,125615493,-,chr5
CTC-276P9.2,134456216,134456216,+,chr5
CTD-2193G5.1,102877686,102877686,-,chr5
RP11-31K23.2,97005331,97005331,-,chr8
WI2-2373I1.2,331205,331205,+,chr7
LINC01207,165675330,165675330,+,chr4
RP11-53O19.2,44753051,44753051,+,chr5
RP11-308B16.2,12574749,12574749,-,chr5
RP11-666A20.4,125629115,125629115,-,chr3
CTD-2203A3.1,51303865,51303865,+,chr5
RP11-184M15.2,129522562,129522562,-,chr4
LINC01095,147043034,147043034,-,chr4
RP11-362F19.1,142253768,142253768,-,chr4
RP11-5N11.4,31742434,31742434,-,chr5
AL357673.1,54637997,54637997,-,chr1
RP11-412P11.1,22999158,22999158,+,chr4
CTB-1H10.1,145780544,145780544,+,chr5
RP11-626H12.3,69911477,69911477,-,chr11
CTD-2016O11.1,65505275,65505275,-,chr5
LINC01574,176170206,176170206,+,chr5
RP11-348J24.1,91625047,91625047,+,chr5
USP46-AS1,53525704,53525704,+,chr4
RP11-138I17.1,137842588,137842588,-,chr4
CTD-2015A6.2,81883230,81883230,-,chr5
RP11-344G13.1,171961753,171961753,+,chr4
C5orf17,23951457,23951457,+,chr5
RP11-231G15.3,108806544,108806544,+,chr5
CTC-537E7.3,67729881,67729881,-,chr5
FAM138E,102495088,102495088,+,chr15
AC008834.1,97496897,97496897,-,chr5
FMN1,33446945,33446945,-,chr15
RP11-730N24.1,24840692,24840692,-,chr5
RP11-171N4.4,157607816,157607816,+,chr4
ATP5J2-PTCD1,99063787,99063787,-,chr7
USP17L19,9255104,9255104,+,chr4
CTD-2334D19.1,120116913,120116913,+,chr5
USP17L22,9269345,9269345,+,chr4
RP11-395F4.1,43135884,43135884,+,chr4
LINC01335,73604150,73604150,-,chr5
RP11-1026M7.3,177230345,177230345,-,chr5
RP11-661C8.2,946430,946430,+,chr5
RP11-304F15.4,47964961,47964961,+,chr17
CTD-2287N17.1,4013763,4013763,-,chr5
RP11-94H18.1,29712078,29712078,-,chr8
RP11-445O3.2,4866334,4866334,-,chr5
CTD-2251F13.1,30766245,30766245,-,chr14
RP11-774O3.1,8322006,8322006,+,chr4
RP11-960D24.1,28700730,28700730,+,chr11
RP11-73G16.2,152840620,152840620,+,chr4
RP11-259O2.1,1933977,1933977,+,chr5
RP11-766N7.4,65376304,65376304,-,chr12
CTD-2012I17.1,135680554,135680554,+,chr4
RP11-487E13.1,178169927,178169927,-,chr4
RP11-45H22.3,54253674,54253674,-,chr5
CTC-505O3.3,115027864,115027864,-,chr5
RP11-285C1.2,153955363,153955363,+,chr4
CTD-2331D11.3,84725520,84725520,+,chr5
AC005609.1,140243224,140243224,-,chr5
RP11-625I7.1,78415563,78415563,-,chr4
RP11-354O24.1,92809037,92809037,+,chr4
RP11-72L22.1,86415924,86415924,+,chr5
RP11-593F5.2,61616304,61616304,+,chr4
LINC01033,53686671,53686671,+,chr5
WSPAR,133249368,133249368,+,chr5
C5orf66-AS1,134375430,134375430,-,chr5
RP11-733C7.1,139202938,139202938,-,chr4
RP1-7G5.6,110318481,110318481,+,chr12
RP11-290F5.1,185303456,185303456,-,chr4
RP11-351N6.1,26399928,26399928,-,chr5
CTD-2218K11.2,82061223,82061223,+,chr5
CTD-2066L21.1,33009100,33009100,+,chr5
USP17L17,9245605,9245605,+,chr4
RP11-622J8.1,60018552,60018552,+,chr4
HAUS5,36103656,36103656,+,chr19
RP11-227F19.2,41752362,41752362,+,chr4
RP11-381N20.2,124411423,124411423,+,chr4
RP11-2N5.1,117931883,117931883,+,chr5
CTB-35F21.2,139125837,139125837,-,chr5
CTC-472C24.1,116165883,116165883,-,chr5
RP11-562F9.2,93197818,93197818,-,chr4
CTD-2036A18.2,85144320,85144320,+,chr5
PCDHA11,140247768,140247768,+,chr5
RP11-480D4.2,8457677,8457677,-,chr5
RP11-1C1.5,10522196,10522196,-,chr5
RP11-1C1.6,10494206,10494206,-,chr5
CTB-118N6.2,115909673,115909673,+,chr5
CTC-529L17.1,91990555,91990555,+,chr5
RP11-767N15.1,84652908,84652908,-,chr4
LINC01093,185820615,185820615,-,chr4
RP11-124N3.3,19142463,19142463,-,chr5
RP11-424M21.1,152720652,152720652,+,chr4
RP11-772C9.1,57047544,57047544,-,chr5
CTD-2139B15.5,17375686,17375686,-,chr5
RP11-473L15.3,44510384,44510384,-,chr5
ATP5L2,43036607,43036607,-,chr22
RP11-769N22.1,29048213,29048213,+,chr4
CASC16,52640864,52640864,-,chr16
CTD-2227I18.1,55354847,55354847,+,chr5
AC195454.1,40318502,40318502,+,chr4
TMEM150C,83483131,83483131,-,chr4
RP11-468H14.2,16988690,16988690,+,chr8
RP11-284A20.2,124205607,124205607,-,chr5
AC113167.2,89240727,89240727,+,chr5
LINC00939,126467920,126467920,-,chr12
RP11-756P10.4,189678833,189678833,+,chr4
RP11-364P22.2,158558839,158558839,+,chr4
RP11-8L21.1,43874469,43874469,+,chr5
CTC-436P18.3,60560756,60560756,-,chr5
RP11-97E7.2,172559914,172559914,-,chr4
LINC01411,173763265,173763265,+,chr5
RP11-26J3.1,80783994,80783994,-,chr8
RP1-251I12.1,15117116,15117116,-,chr5
RP11-61G19.1,10686627,10686627,+,chr4
CTC-340D7.1,68257985,68257985,-,chr5
LINC01333,73618311,73618311,+,chr5
RP11-575F12.1,127544956,127544956,-,chr12
LINC01016,33860527,33860527,-,chr6
CTC-384G19.1,84408574,84408574,-,chr5
RP11-141O11.2,68325992,68325992,-,chr5
RP11-374A4.1,21341484,21341484,-,chr5
CTD-2316B1.1,86957857,86957857,+,chr5
RP11-434D9.1,67088991,67088991,+,chr5
RP11-508M8.1,124443897,124443897,+,chr5
CASC11,128746213,128746213,-,chr8
LINC01060,189321723,189321723,+,chr4
LINC00500,139346677,139346677,+,chr4
RP11-1018N14.1,49412526,49412526,-,chr17
RP11-834C11.6,54475902,54475902,+,chr12
RP11-725D20.1,60496042,60496042,-,chr4
CASC9,76236976,76236976,-,chr8
RP11-1C1.4,10502810,10502810,-,chr5
CTC-281M20.4,174413298,174413298,+,chr5
CTD-2234B20.1,23013157,23013157,+,chr5
RP11-317O24.1,50155854,50155854,-,chr5
RP11-893F2.5,48286333,48286333,+,chr17
RP11-501E14.1,121560245,121560245,+,chr4
RP11-25H12.1,66864564,66864564,+,chr4
RP11-284A20.1,124255640,124255640,+,chr5
RP11-502M1.2,161460406,161460406,+,chr4
CTC-448D22.1,118121154,118121154,-,chr5
CTD-2050E21.1,142910915,142910915,-,chr5
CTD-2231H16.1,92283,92283,+,chr5
CTD-2023N9.3,56910058,56910058,+,chr5
NAIP,70320941,70320941,-,chr5
RP11-94H6.1,19756214,19756214,-,chr4
RP11-94C24.6,48585689,48585689,-,chr17
RP11-624A4.1,177796611,177796611,-,chr4
ZNF286B,18585575,18585575,-,chr17
RP11-665C14.2,182186213,182186213,-,chr4
RP11-1E22.1,132949589,132949589,-,chr4
LINC01091,124571119,124571119,+,chr4
ZNF324B,58962992,58962992,+,chr19
CTD-2587M2.1,108662070,108662070,-,chr5
SPATS1,44310394,44310394,+,chr6
CTD-2249K22.1,81147889,81147889,+,chr5
LINC01470,152069139,152069139,-,chr5
LINC01586,89148341,89148341,-,chr15
CTD-2333M24.1,20614874,20614874,-,chr5
RP11-1079K10.5,47539111,47539111,-,chr17
LINC01179,166605791,166605791,+,chr4
RP11-404I7.1,133909832,133909832,-,chr4
CTD-2151A2.1,98885136,98885136,+,chr5
LINC01438,111715559,111715559,+,chr4
CTD-2161F6.3,4773594,4773594,+,chr5
CTB-35F21.1,139064230,139064230,+,chr5
LINC01258,38524801,38524801,-,chr4
RP11-453O5.1,23287196,23287196,-,chr4
LINC01234,114211456,114211456,-,chr12
RP11-2N5.2,117911270,117911270,+,chr5
AC226118.1,419325,419325,+,chr7
CLRN2,17516788,17516788,+,chr4
RP11-478P10.1,57194989,57194989,-,chr5
CTC-537E7.1,67819705,67819705,+,chr5
BMPR1B-AS1,95679033,95679033,-,chr4
LINC01187,169626144,169626144,-,chr5
RP13-612N21.1,107354781,107354781,+,chr4
RP11-703G6.1,104882773,104882773,+,chr4
RP11-422J15.1,130692784,130692784,+,chr4
CTD-2544H17.1,121659055,121659055,-,chr5
LINC00942,1616484,1616484,-,chr12
RP11-281P23.2,11627285,11627285,+,chr4
CTD-2296D1.3,7364644,7364644,-,chr5
RP11-565A3.1,188534919,188534919,+,chr4
RP11-552M14.1,23107125,23107125,+,chr4
C5orf66-AS2,134583869,134583869,-,chr5
RP11-1018N14.4,49412622,49412622,+,chr17
RP11-321E2.4,17444146,17444146,+,chr5
CTD-2227C6.2,82308928,82308928,-,chr5
LINC01259,38511373,38511373,+,chr4
MIR143HG,148786441,148786441,+,chr5
RP11-217C7.1,167447271,167447271,-,chr4
RP11-395P13.3,124706617,124706617,-,chr5
RP11-360F5.3,39135533,39135533,+,chr4
THEGL,57396772,57396772,+,chr4
RP11-155L15.1,55617224,55617224,-,chr5
RP11-415C15.2,27219101,27219101,+,chr4
RP11-503L23.1,152812415,152812415,-,chr4
ZNF564,12662323,12662323,-,chr19
FER1L5,97308501,97308501,+,chr2
CTC-430J12.2,173756615,173756615,+,chr5
RP11-469L4.1,132755896,132755896,-,chr3
RP11-273B19.2,55711568,55711568,-,chr4
RP11-259O2.3,1968208,1968208,+,chr5
RP11-332J15.1,6795993,6795993,+,chr5
RP11-83M16.5,66942639,66942639,-,chr5
AC008697.1,158737840,158737840,+,chr5
OSMR-AS1,38845864,38845864,-,chr5
RP11-217E13.1,187943127,187943127,-,chr4
RP11-60A8.1,72509763,72509763,+,chr5
RP11-254I22.3,95550732,95550732,-,chr5
RP11-308K2.1,188123140,188123140,+,chr4
ECSCR,138842328,138842328,-,chr5
RP11-563M4.1,149983674,149983674,-,chr4
RP11-457P14.5,41896596,41896596,-,chr4
RP11-133F8.2,91996570,91996570,-,chr5
CTD-2143L24.1,9903981,9903981,-,chr5
RP11-417J1.1,8525291,8525291,+,chr5
CTD-2061E9.1,28287772,28287772,-,chr5
RP11-346J10.1,99737145,99737145,+,chr5
RP11-20D14.6,8940853,8940853,+,chr12
RP11-1072N2.3,84509432,84509432,-,chr5
CTD-3179P9.1,117260703,117260703,+,chr5
RP11-114H21.2,135802366,135802366,+,chr5
RP11-223C24.1,143487172,143487172,+,chr4
CTD-2199O4.1,10137250,10137250,+,chr5
LINC01377,3177977,3177977,+,chr5
USP17L21,9264598,9264598,+,chr4
RP11-269F21.3,112993818,112993818,-,chr4
LINC00964,125860577,125860577,+,chr8
RP11-73G16.3,152849800,152849800,-,chr4
RP11-121L11.3,3452930,3452930,+,chr5
RP11-4O3.2,58586201,58586201,+,chr4
CTD-2325B11.1,125173199,125173199,-,chr4
CTD-2331D11.4,84742792,84742792,+,chr5
RP11-77P16.4,129831393,129831393,+,chr3
RP11-192C21.2,135855286,135855286,-,chr4
HS3ST5,114664187,114664187,-,chr6
RP11-420O16.1,20305674,20305674,+,chr5
CTD-2503O16.4,74319753,74319753,-,chr5
CTD-2227C6.3,82236802,82236802,-,chr5
PVT1,128806787,128806787,+,chr8
MTRNR2L5,57358802,57358802,+,chr10
LGALS16,40146557,40146557,+,chr19
RP11-115J23.1,28724147,28724147,+,chr11
RP11-63E5.6,281026,281026,-,chr8
RP11-983C2.2,127359236,127359236,-,chr12
RP11-51M24.1,175297596,175297596,-,chr4
RP11-706F1.2,190212490,190212490,-,chr4
RP11-665I14.1,31508288,31508288,+,chr4
RP11-460H9.1,181680191,181680191,-,chr4
RP11-525J21.1,60657832,60657832,-,chr4
RP11-434D9.2,67185924,67185924,-,chr5
RP11-586D19.1,6202473,6202473,+,chr4
LINC01265,38720375,38720375,-,chr5
PDCD6,271761,271761,+,chr5
LINC00536,117337297,117337297,-,chr8
RP11-27G13.1,156208288,156208288,-,chr4
RP11-495K9.6,132147141,132147141,+,chr12
GOLGA8K,32695493,32695493,-,chr15
RP11-454P21.1,17684693,17684693,+,chr5
CTD-2046I8.1,4866922,4866922,+,chr5
RP11-598D14.1,176387848,176387848,-,chr4
RP11-554D13.1,95596396,95596396,+,chr4
RP11-252I13.2,107052405,107052405,-,chr5
CCDC79,66835487,66835487,-,chr16
RP11-1018N14.3,49410040,49410040,+,chr17
CTC-529L17.2,92023933,92023933,-,chr5
RP11-669M16.1,14166079,14166079,+,chr4
TMEM158,45267779,45267779,-,chr3
CTD-2383I20.1,4041877,4041877,-,chr5
RP11-141E13.1,17075526,17075526,-,chr4
CTD-2116N24.1,38025799,38025799,+,chr5
CTC-339F2.2,115639831,115639831,-,chr5
RP11-818C3.1,189923201,189923201,-,chr4
CTD-2194L12.3,37948057,37948057,-,chr5
RP11-793B23.1,138728860,138728860,+,chr4
RP11-180C1.1,28404517,28404517,-,chr4
CTD-2003C8.2,10920869,10920869,-,chr11
RP11-91J3.2,188291802,188291802,+,chr4
RP11-161D15.2,174834403,174834403,-,chr4
RP11-148B6.2,113628010,113628010,-,chr4
LINC00603,40052393,40052393,+,chr5
RP11-348J24.2,91378414,91378414,+,chr5
LINC01018,6583395,6583395,+,chr5
RP11-576N17.5,84168366,84168366,-,chr4
RP11-332J15.2,6868672,6868672,+,chr5
RP11-123O22.1,28437173,28437173,+,chr4
RP11-141O11.1,68259073,68259073,+,chr5
YJEFN3,19639720,19639720,+,chr19
CTC-529P8.1,148443120,148443120,+,chr5
RP11-584P21.2,68333969,68333969,-,chr4
RP11-577G20.2,59431287,59431287,-,chr4
CTD-2116N20.1,64782875,64782875,-,chr5
RP11-22A3.1,12950294,12950294,-,chr4
RP11-1252I4.2,177366543,177366543,+,chr5
RP11-314N14.1,132300919,132300919,+,chr4
RP11-380D23.2,111536724,111536724,-,chr4
CTD-3074O7.2,66327855,66327855,-,chr11
PCDHA10,140235514,140235514,+,chr5
CTD-2013M15.1,45890318,45890318,+,chr5
CTC-261N6.2,85677244,85677244,-,chr5
RP11-707A18.1,65870218,65870218,-,chr4
RP13-884E18.2,138576328,138576328,-,chr4
CTD-2117L12.1,57854070,57854070,-,chr5
RP11-208N20.1,142497230,142497230,-,chr4
RP11-399F2.2,126597873,126597873,+,chr4
RP11-436A7.1,168229940,168229940,-,chr4
CTC-498M16.2,87734907,87734907,-,chr5
RP11-254I22.2,95583480,95583480,+,chr5
RP11-5N11.6,31748185,31748185,-,chr5
RP11-268P4.5,22754359,22754359,+,chr12
RP11-661C8.3,979480,979480,+,chr5
RP11-138A23.2,160319685,160319685,+,chr4
RP11-292B1.2,28998146,28998146,+,chr4
RP11-300M6.1,58020743,58020743,+,chr4
RP11-419L4.1,130226177,130226177,-,chr4
RP11-143A12.3,8839854,8839854,+,chr5
RP11-855O10.2,61355966,61355966,+,chr11
CTC-498J12.1,68339700,68339700,-,chr5
RP11-9G1.3,134070268,134070268,-,chr4
RP11-438C19.1,114424172,114424172,-,chr5
RP11-342A1.1,150070932,150070932,-,chr4
PTTG2,37962019,37962019,+,chr4
RP11-267A15.3,174045167,174045167,+,chr5
RP11-460I19.2,1021466,1021466,+,chr4
RP11-325L7.2,137374888,137374888,+,chr5
RP11-765K14.1,177796847,177796847,+,chr4
LINC01612,171195070,171195070,+,chr4
RP11-395P13.5,124719148,124719148,-,chr5
RP11-64D22.5,151515272,151515272,+,chr3
CTB-114C7.4,169739667,169739667,-,chr5
CTB-1I21.1,136070620,136070620,+,chr5
GIMD1,107288359,107288359,-,chr4
LINC01618,53656161,53656161,+,chr4
RP11-356J5.12,112161033,112161033,+,chr11
KIAA1456,12809124,12809124,+,chr8
ZNF718,124390,124390,+,chr4
